9c:da:3e:7e:f9:28,2020-02-12 19:40:25.514,normal
9c:da:3e:7e:f9:28,2020-02-12 17:27:27.89,normal
9c:da:3e:7e:f9:28,2020-02-12 17:27:18.436,normal
9c:da:3e:7e:f9:28,2020-02-12 17:26:35.937,normal
2c:f0:a2:62:8d:28,2020-02-12 17:27:08.738,normal
2c:f0:a2:62:8d:28,2020-02-12 17:26:58.398,normal
2c:f0:a2:62:8d:28,2020-02-12 17:26:45.1,normal
2c:f0:a2:62:8d:28,2020-02-12 17:26:35.937,machine stop working!
2c:f0:a2:62:8d:28,2020-02-12 17:26:26.114,normal
2c:f0:a2:62:8d:28,2020-02-12 17:26:16.799,normal
2c:f0:a2:62:8d:28,2020-02-12 17:26:07.288,normal
2c:f0:a2:62:8d:28,2020-02-12 17:25:59.249,normal
2c:f0:a2:62:8d:28,2020-02-12 17:25:49.88,normal
2c:f0:a2:62:8d:28,2020-02-12 17:25:35.641,normal
b4:9c:df:15:7b:68,2020-02-12 17:07:15.69,normal
b4:9c:df:15:7b:68,2020-02-12 17:07:09.285,machine stop working!
0c:51:01:b3:c7:3b,2020-02-12 14:00:18.368,normal
0c:51:01:b3:c7:3b,2020-02-12 14:00:08.309,entering wrong place!
0c:51:01:b3:c7:3b,2020-02-12 13:59:59.315,normal
0c:51:01:b3:c7:3b,2020-02-12 13:59:45.31,normal
0c:51:01:b3:c7:3b,2020-02-12 13:59:35.285,normal
0c:51:01:b3:c7:3b,2020-02-12 13:59:25.906,normal
0c:51:01:b3:c7:3b,2020-02-12 13:59:13.582,normal
0c:51:01:b3:c7:3b,2020-02-12 13:59:08.136,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:59.248,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:49.378,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:35.665,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:26.397,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:16.263,normal
0c:51:01:b3:c7:3b,2020-02-12 13:58:07.261,normal
0c:51:01:b3:c7:3b,2020-02-12 13:57:57.749,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:53.948,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:48.76,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:39.198,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:26.611,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:16.609,normal
80:58:f8:45:e4:3b,2020-02-12 13:55:06.615,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:57.197,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:48.467,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:37.91,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:25.441,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:14.598,normal
80:58:f8:45:e4:3b,2020-02-12 13:54:05.226,normal
80:58:f8:45:e4:3b,2020-02-12 13:53:55.232,normal
88:29:9c:7c:33:c3,2020-02-12 11:36:45.011,normal
88:29:9c:7c:33:c3,2020-02-12 11:36:31.523,entering wrong place!
88:29:9c:7c:33:c3,2020-02-12 11:36:26.392,normal
88:29:9c:7c:33:c3,2020-02-12 11:36:17.035,normal
88:29:9c:7c:33:c3,2020-02-12 11:36:07.476,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:56.5,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:46.859,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:39.997,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:29.762,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:18.502,normal
88:29:9c:7c:33:c3,2020-02-12 11:35:06.1,normal
88:29:9c:7c:33:c3,2020-02-12 11:34:58.924,normal
88:29:9c:7c:33:c3,2020-02-12 11:34:49.594,normal
6c:e8:5c:cc:35:27,2020-02-12 11:33:26.467,normal
6c:e8:5c:cc:35:27,2020-02-12 11:33:18.593,normal
6c:e8:5c:cc:35:27,2020-02-12 11:33:09.004,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:56.923,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:48.894,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:37.338,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:24.944,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:17.926,normal
6c:e8:5c:cc:35:27,2020-02-12 11:32:06.282,normal
6c:e8:5c:cc:35:27,2020-02-12 11:31:57.774,normal
6c:e8:5c:cc:35:27,2020-02-12 11:31:48.023,normal
6c:e8:5c:cc:35:27,2020-02-12 11:31:38.738,normal
6c:e8:5c:cc:35:27,2020-02-12 11:31:27.083,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:37:17.735,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:37:05.496,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:58.751,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:44.901,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:35.151,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:25.324,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:17.363,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:36:08.112,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:59.156,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:49.843,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:39.904,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:20.909,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:16.384,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:35:06.605,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:57.531,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:47.979,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:37.99,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:29.061,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:19.642,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:34:09.889,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:33:56.084,normal
7c:b3:7b:19:5b:e4,2020-02-12 10:33:46.534,normal
b4:6d:83:06:d7:f4,2020-02-12 09:28:07.142,normal
b4:6d:83:06:d7:f4,2020-02-12 09:27:57.561,staying too long!
b4:6d:83:06:d7:f4,2020-02-12 09:27:49.877,normal
b4:6d:83:06:d7:f4,2020-02-12 09:27:39.148,normal
b4:6d:83:06:d7:f4,2020-02-12 09:27:25.702,normal
b4:6d:83:06:d7:f4,2020-02-12 09:27:15.623,normal
b4:6d:83:06:d7:f4,2020-02-12 09:27:05.29,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:55.698,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:46.468,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:37.149,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:27.375,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:19.124,normal
b4:6d:83:06:d7:f4,2020-02-12 09:26:09.163,normal
d0:77:14:aa:79:55,2020-02-12 08:17:30.176,normal
